"id","street_name","limits","northbound_count","southbound_count","eastbound_count","westbound_count","total_count","file_no","date_count"
"AERODR040106","AERO DR","SD 015  - GURNARD ST","","","6990.0","6910.0","13900.0","0401-06","2006-09-14 00:00:00"
"AERODR056509","AERO DR","SD 015  - GURNARD ST","","","7210.0","6935.0","14145.0","0565-09","2009-09-02 00:00:00"
"AERODR058812","AERO DR","SD 015  - GURNARD ST","","","6760.0","6597.0","13357.0","0588-12","2012-09-12 00:00:00"
"AERODR035416","AERO DR","SD 015  - GURNARD ST","","","7501.0","7327.0","14828.0","0354-16","2016-09-28 00:00:00"
"AERODR043407","AERO DR","W CANYON AV - RUFFIN RD","","","12870.0","13320.0","26190.0","0434-07","2007-10-10 00:00:00"
"AERODR081410","AERO DR","W CANYON AV - RUFFIN RD","","","12490.0","12890.0","25380.0","0814-10","2010-09-08 00:00:00"
"AERODR033617","AERO DR","W CANYON AV - RUFFIN RD","","","12334.0","12569.0","24903.0","0336-17","2017-10-18 00:00:00"
"AFTONRD036619","AFTON  RD","DUBONNET  ST - AERO  DR","2360","2868.0","","","5228.0","0366-19","2019-10-24 00:00:00"
"AFTONRD042211","AFTON RD","DUBONNET ST - AERO DR","2655","2555.0","","","5210.0","0422-11","2011-06-15 00:00:00"
"AFTONRD120915","AFTON RD","DUBONNET ST - AERO DR","3662","2804.0","","","6466.0","1209-15","2015-03-31 00:00:00"
"AIRWAYRD057906","AIRWAY RD","AVENIDA FUENTE N  - HARVEST RD","","","3430.0","4630.0","8060.0","0579-06","2006-12-06 00:00:00"
"AIRWAYRD059016","AIRWAY RD","AVENIDA FUENTE N  - HARVEST RD","","","2528.0","4110.0","6638.0","0590-16","2016-12-08 00:00:00"
"AIRWAYRD042311","AIRWAY RD","BRITANNIA BL - CACTUS RD","","","2310.0","1770.0","4080.0","0423-11","2011-06-14 00:00:00"
"AIRWAYRD016614","AIRWAY RD","BRITANNIA BL - CACTUS RD","","","2080.0","2170.0","4250.0","0166-14","2014-04-10 00:00:00"
"AIRWAYRD063308","AIRWAY RD","BRITANNIA BL - LAHINCH DR","","","3120.0","3390.0","6510.0","0633-08","2009-01-08 00:00:00"
"AIRWAYRD000912","AIRWAY RD","BRITANNIA BL - LAHINCH DR","","","4170.0","3855.0","8025.0","0009-12","2012-01-19 00:00:00"
"AIRWAYRD003615","AIRWAY RD","BRITANNIA BL - LAHINCH DR","4734","4996.0","","","9730.0","0036-15","2015-02-25 00:00:00"
"AIRWAYRD003615","AIRWAY RD","BRITANNIA BL - LAHINCH DR","","","4277.0","3699.0","7976.0","0036-15","2015-02-25 00:00:00"
"AIRWAYRD052819","AIRWAY RD","LA MEDIA RD - AV COSTA AZUL  ","","","6788.0","7700.0","14488.0","0528-19","2019-12-12 00:00:00"
"AIRWAYRD065205","AIRWAY RD","LA MEDIA RD - AVENIDA COSTA AZUL ","","","5690.0","5810.0","11500.0","0652-05","2005-12-08 00:00:00"
"AIRWAYRD063408","AIRWAY RD","LA MEDIA RD - AVENIDA COSTA AZUL ","","","3085.0","3200.0","6285.0","0634-08","2009-01-08 00:00:00"
"AIRWAYRD001012","AIRWAY RD","LA MEDIA RD - AVENIDA COSTA AZUL ","","","4805.0","4970.0","9775.0","0010-12","2012-01-19 00:00:00"
"AIRWAYRD003715","AIRWAY RD","LA MEDIA RD - AVENIDA COSTA AZUL ","5983","7374.0","","","13357.0","0037-15","2015-02-25 00:00:00"
"AIRWAYRD003715","AIRWAY RD","LA MEDIA RD - AVENIDA COSTA AZUL ","","","5983.0","7374.0","13357.0","0037-15","2015-02-25 00:00:00"
"AIRWAYRD105015","AIRWAY RD","LA MEDIA RD - AVENIDA COSTA AZUL ","","","6404.0","7647.0","14051.0","1050-15","2015-12-15 00:00:00"
"AIRWAYRD104315","AIRWAY RD","OTAY MESA RD - CALIENTE AV","","","2179.0","1656.0","3835.0","1043-15","2015-11-12 00:00:00"
"AIRWAYRD114510","AIRWAY RD","SD 905  - ENRICO FERMI DR","","","1605.0","2195.0","3800.0","1145-10","2010-12-09 00:00:00"
"AIRWAYRD058006","AIRWAY RD","SD 905  - SANYO AV","","","4010.0","5210.0","9220.0","0580-06","2006-12-06 00:00:00"
"AIRWAYRD042411","AIRWAY RD","SD 905  - SANYO AV","","","1460.0","3700.0","5160.0","0424-11","2011-05-15 00:00:00"
"AIRWAYRD016714","AIRWAY RD","SD 905  - SANYO AV","","","2301.0","3935.0","6236.0","0167-14","2014-04-10 00:00:00"
"AIRWAYRD060316","AIRWAY RD ","SD 905  - SANYO AV","","","3343.0","3394.0","6737.0","0603-16","2016-12-08 00:00:00"
"AKINSAV036719","AKINS  AV","IONA  DR - 60TH  ST","","","1822.0","3470.0","5292.0","0367-19","2019-10-24 00:00:00"
"AKINSAV042611","AKINS AV","68 ST - 69 ST","","","285.0","945.0","1230.0","0426-11","2011-06-15 00:00:00"
"AKINSAV016814","AKINS AV","68 ST - 69 ST","","","1076.0","1383.0","2459.0","0168-14","2014-04-15 00:00:00"
"AKINSAV042511","AKINS AV","IONA DR - 60 ST","","","2755.0","3525.0","6280.0","0425-11","2011-06-15 00:00:00"
"AKINSAV016914","AKINS AV","IONA DR - 60 ST","","","2558.0","3432.0","5990.0","0169-14","2014-04-15 00:00:00"
"ALABAMAST009405","ALABAMA ST","EL CAJON BL - MEADE AV","690","440.0","","","1130.0","0094-05","2005-03-31 00:00:00"
"ALABAMAST012507","ALABAMA ST","MORLEY FIELD DR - UPAS ST","3570","3210.0","","","6780.0","0125-07","2007-03-07 00:00:00"
"ALABAMAST010810","ALABAMA ST","MORLEY FIELD DR - UPAS ST","3310","3245.0","","","6555.0","0108-10","2010-03-10 00:00:00"
"ALABAMAST008313","ALABAMA ST","MORLEY FIELD DR - UPAS ST","473","494.0","","","967.0","0083-13","2013-02-12 00:00:00"
"ALABAMAST003621","ALABAMA ST","MORLEY FLD DR - UPAS ST","2577","1787.0","","","4364.0","0036-21","2021-03-04 00:00:00"
"ALBATROSSST018107","ALBATROSS ST","GRAPE ST - HAWTHORN ST","10490","140.0","","","10630.0","0181-07","2007-03-13 00:00:00"
"ALBATROSSST015110","ALBATROSS ST","GRAPE ST - HAWTHORN ST","8240","135.0","","","8375.0","0151-10","2010-03-18 00:00:00"
"ALBATROSSST021613","ALBATROSS ST","GRAPE ST - HAWTHORN ST","6704","149.0","","","6853.0","0216-13","2013-03-26 00:00:00"
"ALBATROSSST007621","ALBATROSS ST","GRAPE ST - HAWTHORN ST","3462","65.0","","","3527.0","0076-21","2021-03-17 00:00:00"
"ALBIONST026305","ALBION ST","JENNINGS ST - JOHN ST","1140","940.0","","","2080.0","0263-05","2005-06-23 00:00:00"
"ALCOTTST026505","ALCOTT ST","CHATSWORTH BL - ALCOTT CT","","","530.0","470.0","1000.0","0265-05","2005-06-14 00:00:00"
"ALDINEDR010706","ALDINE DR","FAIRMOUNT AV - MONROE AV","","","8680.0","10360.0","19040.0","0107-06","2006-05-23 00:00:00"
"ALDINEDR036509","ALDINE DR","FAIRMOUNT AV - MONROE AV","","","8845.0","10050.0","18895.0","0365-09","2009-05-27 00:00:00"
"ALDINEDR030612","ALDINE DR","FAIRMOUNT AV - MONROE AV","","","8382.0","9185.0","17567.0","0306-12","2012-04-12 00:00:00"
"ALDINEDR034815","ALDINE DR","FAIRMOUNT AV - MONROE AV","","","9221.0","8234.0","17455.0","0348-15","2015-05-28 00:00:00"
"ALDINEDR002116","ALDINE DR","FAIRMOUNT AV - MONROE AV","10294","10810.0","","","21104.0","0021-16","2016-01-28 00:00:00"
"ALDINEDR014516","ALDINE DR","FAIRMOUNT AV - MONROE AV","10176","11108.0","","","21284.0","0145-16","2016-05-26 00:00:00"
"ALDINEDR022506","ALDINE DR","VAN DYKE AV - FAIRMOUNT AV","","","3480.0","3350.0","6830.0","0225-06","2006-05-04 00:00:00"
"ALDINEDR338006","ALDINE DR","VAN DYKE AV - FAIRMOUNT AV","","","3477.0","3353.0","6830.0","3380-06","2006-05-04 00:00:00"
"ALDINEDR032809","ALDINE DR","VAN DYKE AV - FAIRMOUNT AV","","","2910.0","2775.0","5685.0","0328-09","2009-05-14 00:00:00"
"ALDINEDR030512","ALDINE DR","VAN DYKE AV - FAIRMOUNT AV","","","2100.0","2144.0","4244.0","0305-12","2012-04-12 00:00:00"
"ALDINEDR034915","ALDINE DR","VAN DYKE AV - FAIRMOUNT AV","","","2456.0","2333.0","4789.0","0349-15","2015-05-28 00:00:00"
"ALDINEDR011016","ALDINE DR","VAN DYKE AV - FAIRMOUNT AV","","","2460.0","2245.0","4705.0","0110-16","2016-05-03 00:00:00"
"ALLEGHANYST122210","ALLEGHANY ST","CALLE SERENA  - CALLE TORTUOSA ","","","1435.0","1480.0","2915.0","1222-10","2010-12-14 00:00:00"
"ALLEGHANYST000706","ALLEGHANY ST","RACHAEL AV - FLINTRIDGE DR","","","3490.0","3630.0","7120.0","0007-06","2006-01-10 00:00:00"
"ALLEGHANYST000209","ALLEGHANY ST","RACHAEL AV - FLINTRIDGE DR","","","3240.0","3340.0","6580.0","0002-09","2009-01-13 00:00:00"
"ALLEGHANYST001112","ALLEGHANY ST","RACHAEL AV - FLINTRIDGE DR","","","3175.0","3320.0","6495.0","0011-12","2012-01-26 00:00:00"
"ALLEGHANYST006915","ALLEGHANY ST","RACHAEL AV - FLINTRIDGE DR","","","3152.0","3365.0","6517.0","0069-15","2015-02-14 00:00:00"
"ALLEGHANYST006915","ALLEGHANY ST","RACHAEL AV - FLINTRIDGE DR","","","3152.0","3365.0","6517.0","0069-15","2015-02-14 00:00:00"
"ALLEGHANYST106215","ALLEGHANY ST","RACHAEL AV - FLINTRIDGE DR","","","3442.0","3809.0","7251.0","1062-15","2016-01-12 00:00:00"
"ALLEGHANYST58819","ALLEGHANY ST","RACHAEL AV - FLINTRIDGE DR","","","1506.0","1804.0","3310.0","588-19","2020-01-14 00:00:00"
"ALLEGHANYST003307","ALLEGHANY ST","WESTPORT ST - SEA BREEZE DR","","","1470.0","1590.0","3060.0","0033-07","2007-01-30 00:00:00"
"ALLEGHANYST002510","ALLEGHANY ST","WESTPORT ST - SEA BREEZE DR","","","1590.0","1735.0","3325.0","0025-10","2010-01-28 00:00:00"
"ALLEGHANYST002513","ALLEGHANY ST","WESTPORT ST - SEA BREEZE DR","","","1774.0","1893.0","3667.0","0025-13","2013-01-31 00:00:00"
"ALLEGHANYST064316","ALLEGHANY ST","WESTPORT ST - SEA BREEZE DR","","","1662.0","1642.0","3304.0","0643-16","2017-01-18 00:00:00"
"ALLEYS/OELCAJONBL1930106","ALLEY S/O EL CAJON BL","67 ST - 68 ST","","","","","0.0","19301-06","2006-07-11 00:00:00"
"ALMAZONST122310","ALMAZON ST","PENASQUITOS DR - MADRIGAL ST","","","1175.0","905.0","2080.0","1223-10","2011-01-11 00:00:00"
"ALMAZONST017014","ALMAZON ST","PENASQUITOS DR - MADRIGAL ST","","","1333.0","1337.0","2670.0","0170-14","2014-04-15 00:00:00"
"ALSACIAST036919","ALSACIA  ST","BRIARWOOD  RD - SPRING OAK WY","969","928.0","","","1897.0","0369-19","2019-10-24 00:00:00"
"ALSACIAST036819","ALSACIA  ST","RITVA  PL - S WOODMAN  ST","","","1339.0","1502.0","2841.0","0368-19","2019-10-24 00:00:00"
"ALSACIAST122510","ALSACIA ST","DELOS ST - BARNEY ST","","","1475.0","1980.0","3455.0","1225-10","2010-12-09 00:00:00"
"ALSACIAST122410","ALSACIA ST","RITVA PL - WOODMAN ST","","","1940.0","1635.0","3575.0","1224-10","2010-12-09 00:00:00"
"ALSACIAST073115","ALSACIA ST","SPRING OAK WY - GROVE VIEW RD","564","516.0","","","1080.0","0731-15","2015-06-25 00:00:00"
"ALTAVIEWDR037019","ALTA VIEW  DR","PARKSIDE  AV - WOODMAN  ST","","","3746.0","3792.0","7538.0","0370-19","2019-10-24 00:00:00"
"ALTAVIEWDR037119","ALTA VIEW  DR","WOODMAN  ST - CASEY  ST","","","2838.0","2896.0","5734.0","0371-19","2019-10-24 00:00:00"
"ALTAVIEWDR122710","ALTA VIEW DR","ALSACIA ST - PARIS WY","1390","1895.0","","","3285.0","1227-10","2010-12-09 00:00:00"
"ALTAVIEWDR003605","ALTA VIEW DR","PARKSIDE AV - WOODMAN ST","","","5030.0","4260.0","9290.0","0036-05","2005-02-02 00:00:00"
"ALTAVIEWDR000708","ALTA VIEW DR","PARKSIDE AV - WOODMAN ST","","","4420.0","4950.0","9370.0","0007-08","2008-03-04 00:00:00"
"ALTAVIEWDR028111","ALTA VIEW DR","PARKSIDE AV - WOODMAN ST","","","5860.0","4770.0","10630.0","0281-11","2011-05-26 00:00:00"
"ALTAVIEWDR017114","ALTA VIEW DR","PARKSIDE AV - WOODMAN ST","","","5149.0","5006.0","10155.0","0171-14","2014-04-15 00:00:00"
"ALTAVIEWDR040417","ALTA VIEW DR","PARKSIDE AV - WOODMAN ST","","","4884.0","4729.0","9613.0","0404-17","2018-02-07 00:00:00"
"ALTAVIEWDR122610","ALTA VIEW DR","POTOMAC ST - ALTA CT","2395","2470.0","","","4865.0","1226-10","2010-12-09 00:00:00"
"ALTAVIEWDR42018","ALTA VIEW DR","WOODMAN ST - BRIARWOOD RD","","","1951.0","1969.0","3920.0","420-18","2018-10-24 00:00:00"
"ALTAVIEWDR028007","ALTA VIEW DR","WOODMAN ST - CASEY ST","","","2450.0","2810.0","5260.0","0280-07","2007-03-21 00:00:00"
"ALTAVIEWDR016910","ALTA VIEW DR","WOODMAN ST - CASEY ST","","","2530.0","2955.0","5485.0","0169-10","2010-03-18 00:00:00"
"ALTAVIEWDR021713","ALTA VIEW DR","WOODMAN ST - CASEY ST","","","2454.0","2990.0","5444.0","0217-13","2013-03-14 00:00:00"
"ALTAVWDR009421","ALTA VW DR","WOODMAN  ST - CASEY ST","","","2473.0","2746.0","5219.0","0094-21","2021-03-31 00:00:00"
"ALTADENAAV024517","ALTADENA  AV","EL CAJON BL - ALLEY N/O EL CAJON ","931","649.0","","","1580.0","0245-17","2017-05-11 00:00:00"
"ALVARADOCYNRD000820","ALVARADO CYN RD","FAIRMOUNT AV - ADOBE FALLS RD","","","1978.0","5807.0","7785.0","0008-20","2020-02-05 00:00:00"
"ALVARADOCYNRD010506","ALVARADO CYN RD","FAIRMOUNT AV - MISSION GORGE PL","","","2200.0","2360.0","4560.0","0105-06","2006-05-23 00:00:00"
"ALVARADOCYNRD028207","ALVARADO CYN RD","FAIRMOUNT AV - MISSION GORGE PL","","","2140.0","2420.0","4560.0","0282-07","2007-06-14 00:00:00"
"ALVARADOCYNRD036309","ALVARADO CYN RD","FAIRMOUNT AV - MISSION GORGE PL","","","2495.0","2105.0","4600.0","0363-09","2009-05-13 00:00:00"
"ALVARADOCYNRD041310","ALVARADO CYN RD","FAIRMOUNT AV - MISSION GORGE PL","","","2060.0","2105.0","4165.0","0413-10","2010-06-24 00:00:00"
"ALVARADOCYNRD030712","ALVARADO CYN RD","FAIRMOUNT AV - MISSION GORGE PL","","","2427.0","2048.0","4475.0","0307-12","2012-04-27 00:00:00"
"ALVARADOCYNRD014316","ALVARADO CYN RD","FAIRMOUNT AV - MISSION GORGE PL","","","2078.0","2009.0","4087.0","0143-16","2016-05-11 00:00:00"
"ALVARADOCYNRD012806","ALVARADO CYN RD","MISSION GORGE PL - ADOBE FALLS RD","","","1600.0","1330.0","2930.0","0128-06","2006-05-23 00:00:00"
"ALVARADOCYNRD036409","ALVARADO CYN RD","MISSION GORGE PL - ADOBE FALLS RD","","","1660.0","1325.0","2985.0","0364-09","2009-05-13 00:00:00"
"ALVARADOCYNRD030812","ALVARADO CYN RD","MISSION GORGE PL - ADOBE FALLS RD","","","1797.0","1562.0","3359.0","0308-12","2012-05-01 00:00:00"
"ALVARADOCYNRD039915","ALVARADO CYN RD","MISSION GORGE PL - ADOBE FALLS RD","","","1577.0","1782.0","3359.0","0399-15","2015-06-03 00:00:00"
"ALVARADOCYNRD014416","ALVARADO CYN RD","MISSION GORGE PL - ADOBE FALLS RD","","","2189.0","1761.0","3950.0","0144-16","2016-05-10 00:00:00"
"ALVARADOCYNRD039715","ALVARADO CYN RD","MISSION GORGE RD - MISSION GORGE PL","","","2135.0","2457.0","4592.0","0397-15","2015-06-04 00:00:00"
"ALVARADOCYNRD014616","ALVARADO CYN RD","RESERVOIR DR - 70 ST","","","3630.0","3703.0","7333.0","0146-16","2016-05-19 00:00:00"
"ALVARADORD027607","ALVARADO RD","COLLEGE AV - ALVARADO CT","","","3750.0","3940.0","7690.0","0276-07","2007-04-12 00:00:00"
"ALVARADORD029010","ALVARADO RD","COLLEGE AV - ALVARADO CT","","","3555.0","3990.0","7545.0","0290-10","2010-04-20 00:00:00"
"ALVARADORD021813","ALVARADO RD","COLLEGE AV - ALVARADO CT","","","3986.0","4234.0","8220.0","0218-13","2013-03-14 00:00:00"
"ALVARADORD018218","ALVARADO RD","COLLEGE AV - ALVARADO CT","","","3742.0","3820.0","7562.0","0182-18","2018-04-11 00:00:00"
"ALVARADORD011606","ALVARADO RD","RESERVOIR DR - 70 ST","","","4250.0","4180.0","8430.0","0116-06","2006-05-23 00:00:00"
"ALVARADORD027707","ALVARADO RD","RESERVOIR DR - 70 ST","","","4930.0","5100.0","10030.0","0277-07","2007-04-12 00:00:00"
"ALVARADORD036609","ALVARADO RD","RESERVOIR DR - 70 ST","","","5490.0","5060.0","10550.0","0366-09","2009-05-21 00:00:00"
"ALVARADORD029110","ALVARADO RD","RESERVOIR DR - 70 ST","","","4105.0","4145.0","8250.0","0291-10","2010-04-20 00:00:00"
"ALVARADORD030912","ALVARADO RD","RESERVOIR DR - 70 ST","","","4129.0","4173.0","8302.0","0309-12","2012-04-12 00:00:00"
"ALVARADORD021913","ALVARADO RD","RESERVOIR DR - 70 ST","","","3870.0","3902.0","7772.0","0219-13","2013-03-14 00:00:00"
"ALVARADORD035015","ALVARADO RD","RESERVOIR DR - 70 ST","","","3510.0","3475.0","6985.0","0350-15","2015-05-28 00:00:00"
"ALVARADORD018318","ALVARADO RD","RESERVOIR DR - 70 ST","","","3955.0","3961.0","7916.0","0183-18","2018-04-11 00:00:00"
"AMALFIST079710","AMALFI ST","TORREY PINES RD - TORREY LN","210","170.0","","","380.0","0797-10","2010-08-24 00:00:00"
"ANGELIQUEST005108","ANGELIQUE ST","BLUE DIAMOND CT - AVONETTE CT","570","630.0","","","1200.0","0051-08","2008-02-27 00:00:00"
"ANGELIQUEST024111","ANGELIQUE ST","BLUE DIAMOND CT - AVONETTE CT","565","640.0","","","1205.0","0241-11","2011-03-23 00:00:00"
"ANGELIQUEST017214","ANGELIQUE ST","BLUE DIAMOND CT - AVONETTE CT","646","498.0","","","1144.0","0172-14","2014-04-16 00:00:00"
"ANTIGUABL045807","ANTIGUA BL","CARIOCA CT - MATADOR CT","1670","1550.0","","","3220.0","0458-07","2007-10-06 00:00:00"
"ANTIGUABL081110","ANTIGUA BL","CARIOCA CT - MATADOR CT","2580","1655.0","","","4235.0","0811-10","2010-09-08 00:00:00"
"ANTIGUABL44518","ANTIGUA BL","CLAIREMONT MESA  BL - SANTO RD","","","1290.0","820.0","2110.0","445-18","2018-12-19 00:00:00"
"ANTIGUABL031618","ANTIGUA BL","CLAIREMONT MESA BL - SANTO RD","1461","1023.0","","","2484.0","0316-18","2018-04-05 00:00:00"
"ANTIGUABL040506","ANTIGUA BL","RANETA LN - CLAIREMONT MESA BL","1970","1680.0","","","3650.0","0405-06","2006-09-14 00:00:00"
"ANTIGUABL056809","ANTIGUA BL","RANETA LN - CLAIREMONT MESA BL","2235","1220.0","","","3455.0","0568-09","2009-09-10 00:00:00"
"ANTIGUABL064812","ANTIGUA BL","RANETA LN - CLAIREMONT MESA BL","2065","1180.0","","","3245.0","0648-12","2012-08-09 00:00:00"
"ANTIGUABL035716","ANTIGUA BL","RANETA LN - CLAIREMONT MESA BL","1494","1919.0","","","3413.0","0357-16","2016-09-29 00:00:00"
"ANTIGUABL051019","ANTIGUA BL","SANTO RD - CAL MARISELDA  ","","","3568.0","3238.0","6806.0","0510-19","2019-12-04 00:00:00"
"ANTIGUABL065605","ANTIGUA BL","SANTO RD - CALLE MARISELDA ","","","3380.0","3510.0","6890.0","0656-05","2005-11-08 00:00:00"
"ANTIGUABL053808","ANTIGUA BL","SANTO RD - CALLE MARISELDA ","","","3500.0","3230.0","6730.0","0538-08","2008-09-23 00:00:00"
"ANTIGUABL093011","ANTIGUA BL","SANTO RD - CALLE MARISELDA ","","","3680.0","3320.0","7000.0","0930-11","2011-09-29 00:00:00"
"ANTIGUABL017314","ANTIGUA BL","SANTO RD - CALLE MARISELDA ","","","3951.0","3287.0","7238.0","0173-14","2014-04-15 00:00:00"
"ANTIGUABL095715","ANTIGUA BL","SANTO RD - CALLE MARISELDA ","","","4309.0","2895.0","7204.0","0957-15","2015-11-19 00:00:00"
"ANTIGUABL050819","ANTIGUA BL","VILLARRICA WY - CAM PLY ORO  ","","","1533.0","2211.0","3744.0","0508-19","2019-12-05 00:00:00"
"ANTIGUABL064405","ANTIGUA BL","VILLARRICA WY - CAMINO PLAYA ORO ","","","3400.0","3430.0","6830.0","0644-05","2005-11-08 00:00:00"
"ANTIGUABL053408","ANTIGUA BL","VILLARRICA WY - CAMINO PLAYA ORO ","","","3130.0","2770.0","5900.0","0534-08","2008-09-25 00:00:00"
"ANTIGUABL094711","ANTIGUA BL","VILLARRICA WY - CAMINO PLAYA ORO ","","","3070.0","2650.0","5720.0","0947-11","2011-09-29 00:00:00"
"ANTIGUABL017414","ANTIGUA BL","VILLARRICA WY - CAMINO PLAYA ORO ","","","3191.0","3005.0","6196.0","0174-14","2014-04-16 00:00:00"
"ANTIGUABL095515","ANTIGUA BL","VILLARRICA WY - CAMINO PLAYA ORO ","","","2744.0","3168.0","5912.0","0955-15","2015-11-19 00:00:00"
"APPALOOSARD037219","APPALOOSA  RD","WILLOW CREEK  RD - CAMINITO SURBAYA SA","405","427.0","","","832.0","0372-19","2019-10-23 00:00:00"
"APPALOOSARD027219","APPALOOSA  RD","WILLOW CREEK  RD - SCRIPPS RANCH  BL","323","492.0","","","815.0","0272-19","2019-10-03 00:00:00"
"APPLETONST037319","APPLETON  ST","DUBOIS  DR - PROVIDENCE  RD","","","3107.0","3371.0","6478.0","0373-19","2019-10-23 00:00:00"
"APPLETONST046407","APPLETON ST","DUBOIS DR - PROVIDENCE RD","","","3540.0","2960.0","6500.0","0464-07","2008-01-15 00:00:00"
"APPLETONST006911","APPLETON ST","DUBOIS DR - PROVIDENCE RD","","","3485.0","3015.0","6500.0","0069-11","2011-01-25 00:00:00"
"APPLETONST017514","APPLETON ST","DUBOIS DR - PROVIDENCE RD","","","3576.0","3070.0","6646.0","0175-14","2014-04-15 00:00:00"
"APPLETONST31418","APPLETON ST","MERRIMAC AV - GENESEE AV","","","2768.0","2564.0","5332.0","314-18","2018-04-10 00:00:00"
"APPLETONST44018","APPLETON ST","MERRIMAC AV - GENESEE AV","","","2662.0","2664.0","5326.0","440-18","2018-12-05 00:00:00"
"AQUARIUSDR122810","AQUARIUS DR","CAMINO RUIZ  - MENKAR RD","","","3595.0","3175.0","6770.0","1228-10","2010-12-09 00:00:00"
"AQUARIUSDR122910","AQUARIUS DR","WESTONHILL DR - BOOTES ST","","","1190.0","1045.0","2235.0","1229-10","2010-12-10 00:00:00"
"ARAGONDR334006","ARAGON DR","CELIA VISTA DR - UNIVERSITY AV","1087","992.0","","","2079.0","3340-06","2006-05-04 00:00:00"
"ARAGONDR022406","ARAGON DR","CELIA VISTA DR - UNIVERSITY AV","1090","990.0","","","2080.0","0224-06","2006-05-04 00:00:00"
"ARAGONDR033209","ARAGON DR","CELIA VISTA DR - UNIVERSITY AV","1190","1110.0","","","2300.0","0332-09","2009-05-20 00:00:00"
"ARAGONDR031012","ARAGON DR","CELIA VISTA DR - UNIVERSITY AV","1118","1067.0","","","2185.0","0310-12","2012-04-12 00:00:00"
"ARAGONDR035115","ARAGON DR","CELIA VISTA DR - UNIVERSITY AV","1243","1039.0","","","2282.0","0351-15","2015-05-28 00:00:00"
"ARBORDR035007","ARBOR DR","FRONT ST - 01 AV","","","","5720.0","5720.0","0350-07","2007-06-26 00:00:00"
"ARBORDR043010","ARBOR DR","FRONT ST - 01 AV","","","","6175.0","6175.0","0430-10","2010-06-24 00:00:00"
"ARDATHRD040605","ARDATH RD","LA JOLLA PY - TORREY PINES RD","1150","1250.0","","","2400.0","0406-05","2005-07-28 00:00:00"
"ARDATHRD064912","ARDATH RD","LA JOLLA PY - TORREY PINES RD","625","614.0","","","1239.0","0649-12","2012-08-29 00:00:00"
"AREYDR002719","AREY DR","CHURRITUCK DR - TWINING AV","","","680.0","676.0","1356.0","0027-19","2019-03-27 00:00:00"
"AREYDR052719","AREY DR","NORSTAD ST - DARWIN  ","","","1516.0","1346.0","2862.0","0527-19","2019-12-12 00:00:00"
"AREYDR065305","AREY DR","NORSTAD ST - DARWIN PL","","","1680.0","1330.0","3010.0","0653-05","2005-12-08 00:00:00"
"AREYDR063508","AREY DR","NORSTAD ST - DARWIN PL","","","1310.0","1285.0","2595.0","0635-08","2008-02-10 00:00:00"
"AREYDR018611","AREY DR","NORSTAD ST - DARWIN PL","","","1305.0","1175.0","2480.0","0186-11","2011-03-23 00:00:00"
"AREYDR017614","AREY DR","NORSTAD ST - DARWIN PL","","","1363.0","1235.0","2598.0","0176-14","2014-04-15 00:00:00"
"AREYDR104915","AREY DR","NORSTAD ST - DARWIN PL","","","1432.0","1223.0","2655.0","1049-15","2015-12-02 00:00:00"
"ARIANEDR037419","ARIANE  DR","MORENA  BL - LEATHERS  ST","","","1862.0","1508.0","3370.0","0374-19","2019-10-16 00:00:00"
"ARIANEDR060108","ARIANE DR","MORENA BL - LEATHERS ST","","","1410.0","1125.0","2535.0","0601-08","2008-11-06 00:00:00"
"ARIANEDR110511","ARIANE DR","MORENA BL - LEATHERS ST","","","1605.0","1400.0","3005.0","1105-11","2011-11-29 00:00:00"
"ARIANEDR017714","ARIANE DR","MORENA BL - LEATHERS ST","","","1447.0","1324.0","2771.0","0177-14","2014-04-15 00:00:00"
"ARJONSDR058106","ARJONS DR","DOWDY DR - CABOT DR","","","4380.0","3360.0","7740.0","0581-06","2006-10-17 00:00:00"
"ARJONSDR068409","ARJONS DR","DOWDY DR - CABOT DR","","","3595.0","2515.0","6110.0","0684-09","2009-10-08 00:00:00"
"ARJONSDR068409","ARJONS DR","DOWDY DR - CABOT DR","","","4054.0","2770.0","6824.0","0684-09","2012-08-09 00:00:00"
"ARJONSDR001115","ARJONS DR","DOWDY DR - CABOT DR","","","3189.0","3630.0","6819.0","0011-15","2015-02-04 00:00:00"
"ARJONSDR047116","ARJONS DR","DOWNY DR - CABOT DR","","","4155.0","3990.0","8145.0","0471-16","2016-10-20 00:00:00"
"ARJONSDR001321","ARJONS DR","TRADE PL - CABOT DR","","","3974.0","3747.0","7721.0","0013-21","2021-03-10 00:00:00"
"ARMOURST37006","ARMOUR ST","CONVOY ST - MERCURY ST","","","2570.0","2480.0","5050.0","370-06","2006-09-26 00:00:00"
"ARMOURST050408","ARMOUR ST","CONVOY ST - MERCURY ST","","","2400.0","2740.0","5140.0","0504-08","2008-09-24 00:00:00"
"ARMOURST061309","ARMOUR ST","CONVOY ST - MERCURY ST","","","2305.0","1930.0","4235.0","0613-09","2009-09-09 00:00:00"
"ARMOURST062312","ARMOUR ST","CONVOY ST - MERCURY ST","","","2406.0","2142.0","4548.0","0623-12","2012-08-02 00:00:00"
"ARMOURST040116","ARMOUR ST","CONVOY ST - MERCURY ST","","","3195.0","2486.0","5681.0","0401-16","2016-09-22 00:00:00"
